id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19401218,Então não fale!,Don’t speak then!,Then dont speak!,0.4870448112487793
common_voice_pt_19401249,Ir ao Museu da Cerveja de Sapporo,Going to the Beer Museum at Sapporo.,Go to the Sapporo Beer Museum,0.5520927906036377
common_voice_pt_19401256,Bata tudo até obter a consistência de um creme não muito grosso.,"Mix everything until it reaches the consistency of a cream, but not too thick.",Beat everything until you get the consistency of a not very thick cream.,0.9306032657623291
common_voice_pt_19401260,Você sabia que eles estão fechados em janeiro?,Did you know that they are closed in January?,Did you know they're closed in January?,0.6474504470825195
common_voice_pt_19401259,Eu pensei que você se lembraria de mim.,I thought that you would remember me.,I thought you would remember me.,0.5701971054077148
common_voice_pt_19401258,Uma criança está olhando por uma porta.,A child is looking through a door.,A child is looking through a door.,0.5363688468933105
common_voice_pt_19401257,Ambos falavam a mesma língua.,They both spoke the same language.,They both spoke the same language.,0.5439808368682861
common_voice_pt_19401245,O homem mais rico da cidade!,The richest man in town!,The richest man in town!,0.5164096355438232
common_voice_pt_19401243,Por que você não me ligou?,Why didn’t you call me?,Why didn't you call me?,0.5713427066802979
common_voice_pt_19918682,Um skatista masculino mostra seus movimentos perto de um conjunto de escadas.,A male skater is showing his moves near some stairs.,A male skater shows his movements near a set of stairs.,0.8683829307556152
common_voice_pt_19305025,Nós tivemos algumas maçãs deliciosas com caramelo.,We had some delicious apples with caramel.,We're going to the room and we're going to have a nice dinner.,0.9427740573883057
common_voice_pt_19305024,C Sharp é uma linguagem de programação.,C Sharp is a programming language.,The two of you are the only ones who can help me.,0.7562856674194336
common_voice_pt_19305018,É uma pessoa que traz infelicidade,It’s a person who brings unhappiness.,It's a person who brings happiness.,0.7028334140777588
common_voice_pt_19305023,Talvez eles sejam como eu.,Maybe they are like me.,"It's a very special season, isn't it?",0.7201642990112305
common_voice_pt_19305019,Eu não sei.,I don’t know.,You can't see it.,0.6253056526184082
common_voice_pt_19305027,Você vai escapar.,You will escape.,It's a very good thing.,0.6026637554168701
common_voice_pt_19305022,Mas eu não matei ninguém.,But I didn’t kill anyone.,I don't know what to do.,0.6158943176269531
common_voice_pt_19305029,O estudo da literatura no Brasil.,The study of Literature in Brazil.,He studied literature in Brazil.,0.49654722213745117
common_voice_pt_19305021,Ele tinha visto reis e mendigos andando pelas areias do deserto.,He had seen kings and beggars walking through the sands of the desert.,He had seen beggars walking on the desert sands.,0.8204400539398193
common_voice_pt_19305020,O arrependimento é o coração da cura.,Acceptance is the first step towards healing.,The repentance of the heart of the leather,0.6668014526367188
common_voice_pt_19305030,Quem fala a verdade não falta inimigos.,He who speaks the truth has no friends.,He who speaks the truth has no shortage of friends.,0.7662966251373291
common_voice_pt_19305031,Uma raposa caída não pega galinhas.,A rolling stone gathers no moss.,A fallen fox does not catch chickens.,0.7074835300445557
common_voice_pt_19305032,Subscrito na plataforma de compras on-line pública,Subscribed on the online public shopping platform.,Subscribe to the website of the National Library of Ireland,0.7216451168060303
common_voice_pt_19410099,Eu não estava preparado para suas pickles.,I was not prepared for your pickles.,I wasn't ready for your petticoat.,0.7108557224273682
common_voice_pt_19410109,"Oh não, isso é terrível!","Oh no, that’s terrible!","Oh no, this is terrible!",0.5380277633666992
common_voice_pt_19410108,A Kylie Jenner é muito famosa.,Kylie Jenner is very famous.,Kelly Jeanie is very famous.,0.5334506034851074
common_voice_pt_19410107,Às vezes me pergunto como pode haver tantas estrelas no céu.,Sometimes I wonder how there can be so many stars in the sky.,Sometimes I wonder how there can be so many stars in the sky.,0.8968310356140137
common_voice_pt_19410106,Criptografia forte pode impedir que um homem no meio leia uma conversa.,Strong cryptography can prevent a third party from reading a conversation.,Strong cryptography can prevent a man in the middle from reading a conversation.,0.8653099536895752
common_voice_pt_19410105,"Sobre as questões, irei respondê-las em breve.","About the questions, I will answer them soon.","On the questions, I will answer them soon.",0.757155179977417
common_voice_pt_19410098,Carta de Sangue e Ferro.,Blood and iron letter.,Blood and iron letter.,0.5004658699035645
common_voice_pt_19410097,"Antes de receber o adiantamento, você precisa preencher a papelada","Before receiving the down-payment, you need to fill in the paperwork.","Before receiving the advance, you need to fill out the form",0.7379260063171387
common_voice_pt_19410096,Você não pode confiar em ninguém neste mundo louco.,You can’t trust anyone in this crazy world.,You can't trust anyone in this crazy world.,0.7238702774047852
common_voice_pt_19410095,Ele será um furuto professor de História.,He will be a future History teacher.,He will be the future history teacher.,0.6170148849487305
common_voice_pt_19410094,A documentação do Keras está disponível em japonês.,The documentation for Keras is available in Japanese.,The documentation of the Keres is available in Japanese.,0.7911169528961182
common_voice_pt_19410093,Todo o caminho é super frio,All the track is super cold.,The whole way is super cold,0.6008806228637695
common_voice_pt_19410092,Às vezes apenas arroz germinado,Sometimes only sprouted rice.,Sometimes just sprouted rice,0.5827624797821045
common_voice_pt_19410090,Uma criança está brincando com uma guitarra,A child is playing with a guitar.,A child is playing with a guitar.,0.6419804096221924
common_voice_pt_19410091,A neve é muito pesada e é neve.,The snow is too heavy and it’s snow.,The snow is very heavy and it's snow.,0.9136824607849121
common_voice_pt_19433677,Banquete gourmet,Gourmet banquet.,Gourmet food,0.49669623374938965
common_voice_pt_19433672,Completo em tons frios,Complete in cold colors.,Complete in cold tones,0.6738550662994385
common_voice_pt_19433678,Soa como se consolar,It sounds as how to self soothe.,Sounds like it's consuming.,0.7255423069000244
common_voice_pt_19433681,Eu disse a ele que era o que eu tinha vindo aqui para aprender.,I told him that it was what I came here to learn.,I told him that was what I had come here to learn.,1.01558256149292
common_voice_pt_19433676,Crianças praticando artes marciais em um dojo? enquanto membros mais velhos observam.,Children practicing martial arts on a dojo while older members watch.,Children practicing martial arts in a dojo while older members watch.,1.2771363258361816
common_voice_pt_19433675,Nem tudo precisa ser preciso.,Not everything needs to be accurate.,Not everything needs to be precise.,0.7121946811676025
common_voice_pt_19433674,O espartilho apertou sua cintura.,The corset tightened her waist.,The spatula tightened his waist.,0.8729681968688965
common_voice_pt_19433670,Bloqueie a resposta em seu coração,Block the answer in your heart.,Block the answer in your heart.,0.7549643516540527
common_voice_pt_19433679,Ele queria esquecer a visão e retornar à sua meditação.,He wanted to forget the sight and return to his meditation.,He wanted to forget the vision and return to his meditation.,0.8830347061157227
common_voice_pt_19433671,Ele pegou seu dinheiro e contou.,He took is money and counted it.,He took his money and counted it.,0.6794924736022949
common_voice_pt_19433680,Na verdade entendi depois,"In fact, I understood afterwards.","Actually, I understood later.",0.587071418762207
common_voice_pt_19433673,Como você gostaria de trabalhar para mim?,How would you like to work for me?,How would you like to work for me?,0.6273465156555176
common_voice_pt_19433682,"Leva tempo, claro.","It takes time, of course.","It takes time, of course.",0.5918490886688232
common_voice_pt_19433683,Eles encontraram duas novas covinhas.,They found two new dimples.,They found two new holes.,0.6082758903503418
common_voice_pt_19433684,Qual foi a razão para o aumento?,What was the reason for the raise?,What was the reason for the increase?,0.6286218166351318
common_voice_pt_20021173,Três adolescentes masculinos estão jogando em um campo com pistolas de água.,Three teenage boys are playing on a field with water pistols.,Three male teenagers are playing in a field with water guns.,0.7946586608886719
common_voice_pt_20021175,A corda amarrará os sete livros de uma só vez.,The rope will tie the seven books at once.,The rope will tie the seven books at once.,0.6886386871337891
common_voice_pt_20021034,"Eu quero que meu jardim seja cheio de rosas, petúnias e flores de paixão.","I want my garden to be full of roses, petunias and passion flowers.","I want my garden to be full of roses, petunias and passion flowers.",1.00362229347229
common_voice_pt_20021035,Uma pessoa muito corajosa está esquiando em uma encosta íngreme sem nuvens no céu,A very brave person is skiing on a steep slope under a cloudless sky.,A very brave person is skiing on a steep slope without clouds in the sky.,1.016653299331665
common_voice_pt_20021036,Uma mulher envelhecida média que sorri ao costurar.,An average aged woman who smiles as she sows.,A middle-aged woman who smiles while sewing.,0.7059042453765869
common_voice_pt_20021037,"Em janeiro, não se atrase.","In January, don’t be late.","In January, do not be late.",0.5898997783660889
common_voice_pt_20021038,"Lua avermelhada e crescente, vento forte.",A red full moon brings strong wind.,"Red and crescent moon, strong wind.",0.6190412044525146
common_voice_pt_20021114,Dois homens sem camisa balançam no andaime.,Two shirtless men swing on the scaffold.,Two men without shirts swing on the scaffold.,0.6833789348602295
common_voice_pt_20021115,Um homem com um colete amarelo e calças azuis está andando pela grama seca.,A man with a yellow vest and blue pants is walking through the dry grass.,A man in a yellow vest and blue pants is walking through the dry grass.,0.9117403030395508
