id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_19364126,Este é também o verdadeiro sentimento do nosso taiwanês.,This is also the true feeling of our Thai man.,This is also the true feeling of our Taiwanese.,0.4220540523529053
common_voice_pt_19364125,Minha suposição inicial sobre o pulso de deslocamento de fase estava errada.,My initial supposition about the phase displacement pulse was wrong.,My initial assumption about phase displacement pulse is wrong.,0.5743486881256104
common_voice_pt_19364069,Você deu a ela o dinheiro?,Did you give the money to her?,Did you give her the money?,0.3779947757720947
common_voice_pt_19364103,O relógio apontava a hora certa.,The watch marked the correct time.,The clock was pointing to the right time.,0.28980326652526855
common_voice_pt_19364068,Grupo de corredores saindo da linha de partida de uma corrida.,A group of runners going through the start line on a race.,Group of runners leaving the starting line of a race.,0.3593556880950928
common_voice_pt_19364102,Eu não quero mudar nada? porque eu não sei como lidar com a mudança.,I don’t want to change anything because I don’t know how to deal with change.,I don't want to change anything because I don't know how to deal with change.,0.3961455821990967
common_voice_pt_19364071,Um mulher com um vestido vermelho como no filme Matrix.,A woman with a red dress like in the movie Matrix.,A woman with a red dress like in the Matrix movie.,0.31213974952697754
common_voice_pt_19364070,Eu pensei que o assento livre não teria assento.,I thought that the free sitting would have no seat.,I thought the free accent wouldn't have an accent.,0.3508141040802002
common_voice_pt_19312903,O fogão é branco.,The stove is white.,The fire is white.,0.19432449340820312
common_voice_pt_19289340,E um novo contrato vai com isso.,And a new contract goes with that.,And a new contract goes with it.,0.2601003646850586
common_voice_pt_19289339,"Era incrivelmente quente, não uma nuvem no céu nem um sopro de vento.","It was incredibly hot, not a cloud in the sky not a breath of wind.","It was incredibly hot, not a cloud in the sky, not a breath of wind.",0.4120466709136963
common_voice_pt_19289338,Velho andando na calçada.,Old man walking on the sidewalk.,Old man walking on the sidewalk.,0.2867543697357178
common_voice_pt_19312904,Acredite no impossível.,Believe in the impossible.,Believe in the impossible.,0.23134231567382812
common_voice_pt_19289341,"""Bem? por que não vamos lá agora?"" o menino perguntou.","“Well? Why don’t we go there now?”, the boy asked.","Well, why don't we go there now? the boy asked.",0.31885433197021484
common_voice_pt_19289342,Você conhece o pai dela?,Do you know her father?,Do you know her father?,0.2063462734222412
common_voice_pt_19312907,Filmes com Angelina Jolie.,Movies with Angelina Jolie.,Feminist Angelina Julie.,0.2736701965332031
common_voice_pt_19312906,Aqui tem dois mil dólares.,Here you have two thousand dollars.,Here you have two thousand dollars.,0.22339272499084473
common_voice_pt_19289363,Mas eles não estavam lá.,But they weren’t there.,But they weren't there.,0.2202451229095459
common_voice_pt_19289364,Parecia que ele havia feito a longa jornada por nada.,It seemed that he had done the long journey in vain.,It seemed like he had made the long journey for nothing.,0.3101522922515869
common_voice_pt_19289366,E eu também!,And me too!,And me too.,0.20555686950683594
common_voice_pt_19289367,A probabilidade era mínima,The probability was minimal.,The probability was minimal.,0.22388839721679688
common_voice_pt_19289368,Foi um outubro muito quente.,It was a very hot October.,It was very hot in October.,0.2479557991027832
common_voice_pt_19289369,Ministério da educação.,Ministry of Education.,Ministry of Education.,0.22590899467468262
common_voice_pt_19289370,O estômago está com fome novamente,The stomach is hungry again.,I'm going to take a step back from the stack of shit.,0.34995150566101074
common_voice_pt_19289371,Mais perto de casa,Closer to home.,Nearer the house.,0.20287394523620605
common_voice_pt_19289372,Bons alunos avançados,Good advanced students.,"Bonza, I'm going to be a scoundrel.",0.30772972106933594
common_voice_pt_19312905,Ligue para o meu professor.,Call my teacher.,Call my official.,0.2055211067199707
common_voice_pt_19665296,Dois cães brancos pequenos que desgastam os açaimes que saltam sobre um artigo pequeno.,Two small white dogs chewing their muzzles and jumping on a small item.,Two small white dogs that wear out the trunks that jump on a small item.,0.4114508628845215
common_voice_pt_19665551,Um homem vestindo um casaco azul e jeans comendo um cachorro-quente.,A man wearing a blue coat and jeans eating a hotdog.,A man dressed in a blue coat and jeans eating a hot dog.,0.355313777923584
common_voice_pt_19665542,Eu quero continuar.,I want to continue.,I want to continue.,0.19093775749206543
common_voice_pt_19665511,Eu caí em um poço e foi horrível.,I fell on a well and it was horrible.,I got a well and it was horrible.,0.26282382011413574
common_voice_pt_19665508,O menino de camisa vermelha está andando de skate,The boy in the red shirt is riding a skate.,The boy in a red shirt stands in his cage.,0.315906286239624
common_voice_pt_19665503,Quero reservar um restaurante no Novo México para duas pessoas.,I want to book a restaurant in New Mexico for two people.,I want to book a restaurant in New Mexico for two people.,0.3217649459838867
common_voice_pt_19665495,Uma criança pequena desfruta de um parque aquático com a mãe.,A small child enjoying a water park with his mom.,A small child enjoys a water park with their mother.,0.3075876235961914
common_voice_pt_19665299,Três pessoas segurando cervejas e posando para uma foto.,Three people holding beers and posing for a photo.,Three people holding beers and landing for a photo.,0.30813121795654297
common_voice_pt_19665298,Uma pessoa em uma bicicleta de bmx,A person on a BMX bike.,A person on a bike of baby X.,0.2539644241333008
common_voice_pt_19665547,A mãe vem conosco no trem.,Mother will come with us on the train.,The mother comes with us on the train.,0.25498485565185547
common_voice_pt_19665293,Você pode me encontrar o álbum Quando Conheci Tudo?,Can you find the album: When I knew it all?,Can you find me the album when you know everything?,0.2556023597717285
common_voice_pt_19665292,Um homem asiático usando luvas está trabalhando em uma barraca de comida.,An Asian man wearing gloves is working on a food stand.,An Asian man wearing gloves is working in a food shack.,0.5348846912384033
common_voice_pt_19665258,Eu posso ver o que acontece nos bastidores através desta abertura!,I can see what happens backstage through this opening!,I can see what's happening behind the scenes through this opening.,0.43538808822631836
common_voice_pt_19665544,Doente de coração,Heartsick.,Heart sick.,0.28125619888305664
common_voice_pt_19665257,A transferência exigiu duas horas e dezenove minutos e dez segundos para concluir.,"The transfer took two hours, nineteen minutes and ten seconds to finish.",The transfer took 2 hours and 19 minutes and 10 seconds to complete.,0.5630300045013428
common_voice_pt_19665256,Um homem em um boné de beisebol azul pulando.,A man with a blue baseball cap jumping.,A man in a blue baseball hat jumping.,0.3870830535888672
common_voice_pt_19665255,Verifique o conteúdo do site.,Check the content of the website.,Check the content of the website.,0.36835527420043945
common_voice_pt_19665253,Um homem com óculos limpando o gramado.,A man with glasses cleaning his lawn.,A man with glasses cleaning the grass.,0.3772883415222168
common_voice_pt_19665554,Alguém pode me dizer o que está acontecendo?,Can someone tell me what’s happening?,Are you going to force me to take a stick on the saint?,0.4902534484863281
common_voice_pt_19404662,"Penso, logo existo.","I think, therefore I exist.",I think something exists.,0.33789610862731934
common_voice_pt_19404695,Livre no trabalho,Free at work.,Free at work.,0.3334474563598633
common_voice_pt_19404684,Tempo em Malásia,Weather in Malaysia.,Time and Malaysia.,0.3411698341369629
common_voice_pt_19404683,Podemos dizer oi ao invés de olá.,We can say hi instead of hello.,We can say hello instead of hello.,0.2895791530609131
common_voice_pt_19404696,Requisitos do site de fumaça de música,Requirements of the smoke music website.,Requirements of the smoking and music website.,0.32440876960754395
common_voice_pt_19404681,O garoto tentou ler o que estava escrito na areia.,The boy tried to read what was written in the sand.,The boy tried to read what was written in the sand.,0.3439176082611084
common_voice_pt_19404675,Molho de tomate foi ótimo.,The tomato sauce was great.,Tomato sauce was great.,0.2152242660522461
common_voice_pt_19404679,Dois rapazes com cavanhaque raspando a cabeça com navalhas.,Two boys with goatees shaving their heads with shaving knives.,Two boys with a cavern scratching their heads with shovels.,0.34926795959472656
common_voice_pt_19404678,"Ah, então foi assim.","Ah, so that’s how it was.","Ah, then it was like that.",0.24150562286376953
common_voice_pt_19404694,Ele não pode prometer,He can’t promise.,He can't promise.,0.2428436279296875
common_voice_pt_19404677,A escrita Chinesa.,The Chinese writing.,It is written in Chinese.,0.24564766883850098
common_voice_pt_19404693,Os tempos são diferentes agora.,Times are different now.,The times are different now.,0.20774173736572266
common_voice_pt_19404692,"Por favor, esteja acompanhado pelos pais","Please, be accompanied by the parents.",Please be accompanied by your parents.,0.28246235847473145
common_voice_pt_19404689,O evento será na quinta-feira.,The event will be held on Thursday.,The event will be on Thursday.,0.2467491626739502
common_voice_pt_19404685,Lidar com isso com luvas de pelica.,Handle it with soft kid gloves.,Deal with it with wiggling glasses.,0.2891349792480469
